"V1","V2","V3","V4","V5"
0.214285714285714,0.142857142857143,0.119047619047619,0.0773809523809524,0.446428571428571
0.337837837837838,0.135135135135135,0.101351351351351,0.0945945945945946,0.331081081081081
0.153846153846154,0.153846153846154,0.239316239316239,0.102564102564103,0.35042735042735
0.222222222222222,0.177777777777778,0.111111111111111,0.277777777777778,0.211111111111111
0.275449101796407,0.143712574850299,0.119760479041916,0.25748502994012,0.203592814371257
0.101449275362319,0.521739130434783,0.202898550724638,0.0869565217391304,0.0869565217391304
0.25,0.353658536585366,0.0792682926829268,0.176829268292683,0.140243902439024
0.125,0.642045454545455,0.0681818181818182,0.0795454545454545,0.0852272727272727
0.161971830985915,0.28169014084507,0.147887323943662,0.204225352112676,0.204225352112676
0.0986842105263158,0.0986842105263158,0.506578947368421,0.164473684210526,0.131578947368421
0.0935960591133005,0.399014778325123,0.266009852216749,0.108374384236453,0.133004926108374
0.189473684210526,0.231578947368421,0.231578947368421,0.157894736842105,0.189473684210526
0.131067961165049,0.111650485436893,0.504854368932039,0.0922330097087379,0.160194174757282
0.314516129032258,0.209677419354839,0.112903225806452,0.153225806451613,0.209677419354839
0.0845070422535211,0.0915492957746479,0.0985915492957746,0.133802816901408,0.591549295774648
0.177570093457944,0.252336448598131,0.14018691588785,0.186915887850467,0.242990654205607
0.184466019417476,0.16504854368932,0.16504854368932,0.155339805825243,0.330097087378641
0.0579710144927536,0.589371980676328,0.0821256038647343,0.0821256038647343,0.188405797101449
0.25,0.185897435897436,0.0961538461538462,0.333333333333333,0.134615384615385
0.142857142857143,0.107142857142857,0.0785714285714286,0.178571428571429,0.492857142857143
0.574162679425837,0.186602870813397,0.110047846889952,0.0669856459330144,0.062200956937799
0.075,0.125,0.425,0.275,0.1
0.141025641025641,0.173076923076923,0.115384615384615,0.480769230769231,0.0897435897435897
0.0681003584229391,0.121863799283154,0.146953405017921,0.0788530465949821,0.584229390681004
0.16260162601626,0.170731707317073,0.154471544715447,0.260162601626016,0.252032520325203
0.157894736842105,0.210526315789474,0.105263157894737,0.18796992481203,0.338345864661654
0.160839160839161,0.188811188811189,0.244755244755245,0.181818181818182,0.223776223776224
0.105633802816901,0.112676056338028,0.183098591549296,0.288732394366197,0.309859154929577
0.649532710280374,0.088785046728972,0.107476635514019,0.0794392523364486,0.0747663551401869
0.136752136752137,0.11965811965812,0.145299145299145,0.452991452991453,0.145299145299145
0.117647058823529,0.205882352941176,0.161764705882353,0.132352941176471,0.382352941176471
0.123893805309735,0.221238938053097,0.141592920353982,0.194690265486726,0.31858407079646
0.131386861313869,0.167883211678832,0.160583941605839,0.145985401459854,0.394160583941606
0.238095238095238,0.214285714285714,0.19047619047619,0.150793650793651,0.206349206349206
0.0873015873015873,0.103174603174603,0.166666666666667,0.404761904761905,0.238095238095238
0.401869158878505,0.242990654205607,0.130841121495327,0.102803738317757,0.121495327102804
0.101449275362319,0.246376811594203,0.115942028985507,0.108695652173913,0.427536231884058
0.104166666666667,0.229166666666667,0.0902777777777778,0.458333333333333,0.118055555555556
0.1171875,0.421875,0.1171875,0.2109375,0.1328125
0.286821705426357,0.302325581395349,0.10077519379845,0.217054263565891,0.0930232558139535
0.28695652173913,0.2,0.139130434782609,0.11304347826087,0.260869565217391
0.275229357798165,0.137614678899083,0.192660550458716,0.238532110091743,0.155963302752294
0.288888888888889,0.140740740740741,0.125925925925926,0.17037037037037,0.274074074074074
0.126436781609195,0.252873563218391,0.160919540229885,0.160919540229885,0.298850574712644
0.107476635514019,0.0607476635514019,0.691588785046729,0.0747663551401869,0.0654205607476635
0.144736842105263,0.236842105263158,0.138157894736842,0.256578947368421,0.223684210526316
0.408163265306122,0.137755102040816,0.137755102040816,0.193877551020408,0.122448979591837
0.158620689655172,0.248275862068966,0.386206896551724,0.110344827586207,0.096551724137931
0.206896551724138,0.193103448275862,0.158620689655172,0.186206896551724,0.255172413793103
0.183206106870229,0.16030534351145,0.122137404580153,0.290076335877863,0.244274809160305
0.360902255639098,0.135338345864662,0.203007518796992,0.120300751879699,0.180451127819549
