"V5","V1","V5.1","V4","V1.1","V2","V2.1","V2.2","V2.3","V3","V2.4","V3.1","V3.2","V1.2","V5.2","V2.5","V5.3","V2.6","V4.1","V5.4","V1.3","V3.3","V4.2","V5.5","V4.3","V5.6","V3.4","V5.7","V1.4","V4.4","V5.8","V5.9","V5.10","V1.5","V4.5","V1.6","V5.11","V4.6","V2.7","V2.8","V1.7","V1.8","V1.9","V5.12","V3.5","V4.7","V1.10","V3.6","V5.13","V4.8","V1.11","V2.9","V1.12","V1.13","V4.9","V4.10","V4.11","V1.14","V2.10","V2.11","V2.12","V3.7","V4.12","V4.13","V5.14","V4.14","V1.15","V2.13","V2.14","V2.15","V4.15","V1.16","V2.16","V1.17","V4.16","V2.17","V5.15","V4.17","V5.16","V5.17","V5.18","V3.8","V2.18","V2.19","V1.18","V4.18","V3.9","V3.10","V1.19","V4.19","V4.20","V5.19","V4.21","V2.20"
2.08333333333333,1.02040816326531,1.46428571428571,1.25,1.06976744186047,2.57142857142857,1.41463414634146,5.13636363636364,1.37931034482759,3.08,1.5,1,3.15151515151515,1.5,4.42105263157895,1.03846153846154,1.78947368421053,3.12820512820513,1.33333333333333,2.76,3.07692307692308,1.54545454545455,2.77777777777778,3.97560975609756,1.03225806451613,1.60714285714286,1.09375,1.07317073170732,6.04347826086957,3.11764705882353,1.85714285714286,1.44,2.34782608695652,1.11111111111111,1.7,1.65384615384615,1.73529411764706,2,2,1.05405405405405,1.1,1.15384615384615,1.05405405405405,1.18181818181818,6.43478260869565,1.08333333333333,2.10526315789474,1.55555555555556,1.23333333333333,1.1875,1.77777777777778,2.65384615384615,2,3.26666666666667,5.10526315789474,2.05128205128205,1.06521739130435,5.8125,2.45454545454545,1.23684210526316,3.47368421052632,12.1,3.66666666666667,1.21875,1.78787878787879,1.95238095238095,3.76923076923077,1.03846153846154,1.66666666666667,5.82352941176471,2.92,1.33333333333333,1.30769230769231,1.14285714285714,1.32352941176471,3.08333333333333,2.27272727272727,2.65217391304348,1.28571428571429,2.16666666666667,1.26923076923077,2.75,3.0952380952381,1.03030303030303,4.04347826086956,3.86363636363636,6.33333333333333,3.73684210526316,1.13333333333333,3.05882352941176,4.04347826086956,1.02222222222222,2.58333333333333,1.42857142857143
